sr_no,member_name,state,party,term,vacation_reason,from_date,to_date,,
15,Rai Smt. Kusum,Uttar Pradesh,BJP,26/11/2008 25/11/2014,Retirement,26/11/08,25/11/14,,
16,Rai Shri Lajpat,Punjab,BJP,10/04/1998 09/04/2004,"09/04/2004
Retirement",10/04/98,09/04/04,,
17,Rai Shri Ratna Bahadur,West Bengal,CPI(M),23/03/1989 02/04/1990,Retirement,23/03/89,02/04/90,,
16,Rai Shri Ratna Bahadur,West Bengal,CPI(M),03/04/1990 02/04/1996,Retirement,03/04/90,02/04/96,,
18,Raikar Smt. Bimba,Karnataka,INC,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
19,Raja Shri D.,Tamil Nadu,CPI,25/07/2007 24/07/2013,Retirement,25/07/07,24/07/13,,
19,Raja Shri D.,Tamil Nadu,CPI,25/07/2013 24/07/2019,Retirement,25/07/13,24/07/19,,
20,Raja Ramanna Dr.,Uttar Pradesh,JD,23/03/1990 04/07/1992,"04/07/1992
Retirement",23/03/90,04/07/92,,
19,Raja Ramanna Dr.,Nominated,NOM.,27/08/1997 26/08/2003,"26/08/2003
Retirement",27/08/97,26/08/03,,
21,Rajabhoj Shri P. N.,Bombay,Congress,22/04/1957 02/04/1962,Retirement,22/04/57,02/04/62,,
22,Rajagopal Shri M.,Karnataka,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
23,Rajagopal Shri O.,Madhya Pradesh,BJP,30/06/1992 29/06/1998,Retirement,30/06/92,29/06/98,,
22,Rajagopal Shri O.,Madhya Pradesh,BJP,30/06/1998 29/06/2004,Retirement,30/06/98,29/06/04,,
24,Rajagopalan Shri G.,Madras,Congress,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
23,Rajagopalan Shri G.,Madras,Congress,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
23,Rajagopalan Shri G.,Meghalaya,Congress,03/04/1964 02/04/1970,"16/11/1964
Death",03/04/64,02/04/70,,
25,Rajagopalan Smt. G. Lalitha,Madras,Congress,13/01/1965 02/04/1970,Retirement,13/01/65,02/04/70,,
26,Rajah Shri H. D.,Madras,RPI,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
24,Rajah Shri H. D.,Madras,RPI,03/04/1958 02/04/1964,"30/11/1959
Death",03/04/58,02/04/64,,
27,Rajan Shri Ambeth,Uttar Pradesh,BSP,26/09/2007 04/07/2010,Retirement,26/09/07,04/07/10,,
25,Rajan Shri Ambeth,Uttar Pradesh,BSP,05/07/2010 04/07/2016,Retirement,05/07/10,04/07/16,,
28,Rajan Shri P.R.,Kerala,CPI(M),02/07/2006 01/07/2012,Retirement,02/07/06,01/07/12,,
29,Rajan Shri Pattiam,Kerala,CPI(M),03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
30,Rajangam Shri N.,Tamil Nadu,AIADMK,03/04/1984 02/04/1990,Retirement,03/04/84,02/04/90,,
31,Rajasekharam Shri Palavalasa,Andhra Pradesh,CONG(I),03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
32,Rajasekharan Shri M.V.,Karnataka,INC,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
33,Rajeeve Shri P.,Kerala,CPI(M),22/04/2009 21/04/2015,Retirement,22/04/09,21/04/15,,
34,Rajendra Singh Ishwar Singh Shri,Madhya Pradesh,CONG(I),30/06/1980 02/04/1982,Retirement,30/06/80,02/04/82,,
35,Rajendran Shri N.,Tamil Nadu,AIADMK,25/07/1995 24/07/2001,Retirement,25/07/95,24/07/01,,
36,Rajendran Shri Sedapatti Suryanarayana Thevar,Tamil Nadu,DMK,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
37,Rajinder Kaur Dr.(Smt.),Punjab,SAD,10/04/1978 09/04/1984,Retirement,10/04/78,09/04/84,,
38,Rajkumar Dr. Alladi P.,Andhra Pradesh,TDP,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
32,Rajkumar Dr. Alladi P.,Andhra Pradesh,TDP,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
39,Rajnarain Shri,Uttar Pradesh,Socialist,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
32,Rajnarain Shri,Uttar Pradesh,BLD,03/04/1974 02/04/1980,"21/03/1977
Elected to Lok Sabha",03/04/74,02/04/80,,
40,Raju Shri Alluri Satyanarayana,Andhra Pradesh,Congress,19/11/1953 02/04/1954,"02/04/1954
Resignation",19/11/53,02/04/54,,
34,Raju Shri Alluri Satyanarayana,Andhra Pradesh,Congress,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
41,Raju Shri J. S.,Tamil Nadu,DMK,25/07/1989 24/07/1995,Retirement,25/07/89,24/07/95,,
42,Raju Shri V. B.,Andhra Pradesh,Congress,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
36,Raju Shri V. B.,Andhra Pradesh,Congress,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
43,Raju Parmar Shri,Gujarat,CONG(I),03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
37,Raju Parmar Shri,Gujarat,CONG(I),03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
38,Raju Parmar Shri,Gujarat,INC,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
44,Ram Chander Shri,Haryana,Congress,29/11/1966 02/04/1968,Retirement,29/11/66,02/04/68,,
45,Ram Prakash Dr.,Haryana,INC,23/03/2007 09/04/2008,Retirement,23/03/07,09/04/08,,
38,Ram Prakash Dr.,Haryana,INC,10/04/2008 09/04/2014,Retirement,10/04/08,09/04/14,,
46,Ram Ratan Ram Shri,Uttar Pradesh,BJP,05/07/1992 04/07/1998,Retirement,05/07/92,04/07/98,,
47,Ram Sahai Shri,Madhya Pradesh,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
40,Ram Sahai Shri,Madhya Pradesh,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
40,Ram Sahai Shri,Madhya Pradesh,Congress,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
48,Ram Singh Sardar,Uttar Pradesh,Swatantra,03/04/1964 02/04/1970,"20/08/1969
Death",03/04/64,02/04/70,,
49,Ramachandraiah Shri C.,Andhra Pradesh,TDP,03/04/1998 02/04/2004,Retirement,03/04/98,02/04/04,,
41,Ramachandraiah Shri C.,Andhra Pradesh,TDP,22/06/2004 21/06/2010,"22/01/2009
Resignation",22/06/04,21/06/10,,
50,Ramachandran Shri G.,Nominated,NOM.,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
51,Ramachandran Shri M. S.,Tamil Nadu,CONG(I),30/06/1980 29/06/1986,Retirement,30/06/80,29/06/86,,
52,Ramachandran Shri S. K. T.,Tamil Nadu,CONG(I),25/07/1989 24/07/1995,Retirement,25/07/89,24/07/95,,
53,Ramakrishnan Shri R.,Tamil Nadu,AIADMK,30/06/1980 29/06/1986,Retirement,30/06/80,29/06/86,,
54,Ramalingam Dr. K.P.,Tamil Nadu,DMK,30/06/2010 29/06/2016,Retirement,30/06/10,29/06/16,,
55,Ramalingam Shri K.V.,Tamil Nadu,AIADMK,30/06/2010 29/06/2016,"20/05/2011
Resignation",30/06/10,29/06/16,,
56,Ramamurthy Shri Thindivanam K.,Nominated,CONG(I),09/05/1984 08/05/1990,Retirement,09/05/84,08/05/90,,
57,Ramamurti Shri P.,Madras,CPI,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
47,Ramamurti Shri P.,Tamil Nadu,CPI(M),25/07/1977 24/07/1983,Retirement,25/07/77,24/07/83,,
58,Ramamurti Shri T. Nallamuthu,Madras,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
59,Ramanathan Shri V.,Tamil Nadu,AIADMK,03/04/1984 02/04/1990,Retirement,03/04/84,02/04/90,,
60,Ramaswamy Shri Cho S.,Nominated,NOM.,22/11/1999 21/11/2005,Retirement,22/11/99,21/11/05,,
61,Ramaswamy Shri K. S.,Madras,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
52,Ramaswamy Shri K. S.,Madras,Congress,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
62,Ramaswamy Dr. M.A.M.,Karnataka,JD(S),01/07/2004 30/06/2010,Retirement,01/07/04,30/06/10,,
63,Ramaswamy Dr. Sasikala Pushpa,Tamil Nadu,AIADMK,03/04/2014 02/04/2020,Retirement,03/04/14,02/04/20,,
64,Ramaswamy Shri V. V.,Madras,O,20/03/1967 02/04/1968,Retirement,20/03/67,02/04/68,,
65,Ramaul Shri Shiva Nand,Himachal Pradesh,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
66,Ramesh Babu Shri S. B.,Andhra Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
67,Rameshwar Singh Shri,Uttar Pradesh,LD,03/04/1978 02/04/1984,Retirement,03/04/78,02/04/84,,
68,Ramiah Dr. K.,Nominated,NOM.,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
69,Ramji Lal Shri,Haryana,CONG(I),02/08/1992 01/08/1998,"17/05/1993
Resignation",02/08/92,01/08/98,,
58,Ramji Lal Shri,Haryana,CONG(I),03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
70,Ramoowalia Shri Balwant Singh,Uttar Pradesh,IND.,26/11/1996 25/11/2002,Retirement,26/11/96,25/11/02,,
71,Ranawat Shri Mahendra Singh,Rajasthan,Congress,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
72,Ranbir Singh Shri,Haryana,Congress,10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
73,Ranga Shri N. G.,Madras,Congress,03/04/1952 02/04/1958,"16/03/1957
Elected to Lok Sabha",03/04/52,02/04/58,,
62,Ranga Shri N. G.,Andhra Pradesh,CONG(I),18/07/1977 02/04/1980,"08/01/1980
Elected to Lok Sabha",18/07/77,02/04/80,,
74,Ranganathan Shri S.,Tamil Nadu,IND.,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
75,Rangarajan Dr. C.,Nominated,NOM.,09/08/2008 23/06/2010,"10/08/2009
Resignation",09/08/08,23/06/10,,
76,Rangarajan Shri T.K.,Tamil Nadu,CPI(M),03/04/2008 02/04/2014,Retirement,03/04/08,02/04/14,,
64,Rangarajan Shri T.K.,Tamil Nadu,CPI(M),03/04/2014 02/04/2020,Retirement,03/04/14,02/04/20,,
77,Rangasayee Ramakrishna Shri,Karnataka,BJP,03/04/2012 02/04/2018,Retirement,03/04/12,02/04/18,,
78,Ranjit Singh Shri,Haryana,JD,12/09/1990 01/08/1992,Retirement,12/09/90,01/08/92,,
79,Rao Dr. A.Subba,Kerala,CPI,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
80,Rao Prof. B. Ramachandra,Andhra Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
81,Rao Shri B. Ramakrishna,Andhra Pradesh,Congress,21/06/1962 02/04/1966,Retirement,21/06/62,02/04/66,,
82,Rao Shri B. Shiva,Mysore,Congress,25/04/1957 02/04/1960,Retirement,25/04/57,02/04/60,,
83,Rao Shri B.S. Venkat,Hyderabad,Congress,03/04/1952 04/11/1953,"04/11/1953
Death",03/04/52,04/11/53,,
84,Rao Shri D. Ramanuja,Andhra Pradesh,Congress,16/06/1960 02/04/1962,Retirement,16/06/60,02/04/62,,
85,Rao Dr. D. Venkateshwar,Andhra Pradesh,BJP,10/04/1996 09/04/2002,Retirement,10/04/96,09/04/02,,
86,Rao Dr. Dasari Narayana,Andhra Pradesh,INC,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
70,Rao Dr. Dasari Narayana,Andhra Pradesh,INC,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
87,Rao Shri Garikapati Mohan,Andhra Pradesh,TDP,10/04/2014 01/06/2014,"01/06/2014
Reorganisation of the State",10/04/14,01/06/14,,
71,Rao Shri Garikapati Mohan,Telangana,BJP,02/06/2014 09/04/2020,Retirement,02/06/14,09/04/20,,
88,Rao Shri Gopala Rao,Andhra Pradesh,TDP,03/04/1986 02/04/1992,Retirement,03/04/86,02/04/92,,
89,Rao Shri K. Kalavenkata,Andhra Pradesh,TDP,03/04/1998 02/04/2004,Retirement,03/04/98,02/04/04,,
90,Rao Dr. K. L. Narasimha,Andhra Pradesh,Congress,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
91,Rao Shri K. Rama Mohana,Andhra Pradesh,TDP,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
92,Rao Shri K. V. R. S. Balasubba,Andhra Pradesh,CONG(I),20/03/1981 09/04/1984,Retirement,20/03/81,09/04/84,,
93,Rao Dr. K.V.P. Ramachandra,Andhra Pradesh,INC,10/04/2008 09/04/2014,Retirement,10/04/08,09/04/14,,
74,Rao Dr. K.V.P. Ramachandra,Andhra Pradesh,INC,10/04/2014 01/06/2014,"01/06/2014
Reorganisation of the State",10/04/14,01/06/14,,
75,Rao Dr. K.V.P. Ramachandra,Telangana,INC,02/06/2014 09/04/2020,Retirement,02/06/14,09/04/20,,
94,Rao Shri Katragadda Srinivasa,Andhra Pradesh,IND.,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
95,Rao Shri Kotamraju Rama,Madras,Congress,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
96,Rao Shri Moturu Hanumantha,Andhra Pradesh,CPI(M),03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
97,Rao Shri Narla Venkateswara,Andhra Pradesh,Congress,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
78,Rao Shri Narla Venkateswara,Andhra Pradesh,Congress,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
98,Rao Shri R. Samba Siva,Andhra Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
99,Rao Shri Raghavendra,Mysore,Congress,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
100,Rao Smt. Rathnabai Sreenivasa,Andhra Pradesh,JAN,10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
101,Rao Shri S. V. Krishna Moorthy,Mysore,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
82,Rao Shri S. V. Krishna Moorthy,Mysore,Congress,03/04/1956 02/04/1962,"01/03/1962
Elected to Lok Sabha",03/04/56,02/04/62,,
102,Rao Shri T. Bhaskara,Madras,IND.,03/04/1952 02/04/1960,Retirement,03/04/52,02/04/60,,
103,Rao Shri V. C. Kesava,Andhra Pradesh,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
83,Rao Shri V. C. Kesava,Andhra Pradesh,Congress,03/04/1962 02/04/1968,"14/03/1967
Resignation",03/04/62,02/04/68,,
84,Rao Shri V. C. Kesava,Andhra Pradesh,Congress,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
84,Rao Shri V. C. Kesava,Andhra Pradesh,CONG(I),03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
104,Rao Shri V. Hanumantha,Andhra Pradesh,CONG(I),03/04/1992 02/04/1998,Retirement,03/04/92,02/04/98,,
86,Rao Shri V. Hanumantha,Andhra Pradesh,INC,22/06/2004 21/06/2010,Retirement,22/06/04,21/06/10,,
87,Rao Shri V. Hanumantha,Andhra Pradesh,INC,22/06/2010 01/06/2014,"01/06/2014
Reorganisation of the State",22/06/10,01/06/14,,
88,Rao Shri V. Hanumantha,Telangana,INC,02/06/2014 21/06/2016,Retirement,02/06/14,21/06/16,,
105,Rao Shri V. Prasad,Hyderabad,CPI,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
106,Rao Shri V. Rajeshwar,Andhra Pradesh,CONG(I),03/04/1992 02/04/1998,Retirement,03/04/92,02/04/98,,
107,Rao Shri Yadlapati Venkat,Andhra Pradesh,TDP,03/04/1998 02/04/2004,Retirement,03/04/98,02/04/04,,
108,Rao Shri Yalla Sesi Bhushana,Andhra Pradesh,TDP,10/04/1984 09/04/1990,Retirement,10/04/84,09/04/90,,
109,Rapolu Shri Ananda Bhaskar,Andhra Pradesh,INC,03/04/2012 01/06/2014,"01/06/2014
Reorganisation of the State",03/04/12,01/06/14,,
93,Rapolu Shri Ananda Bhaskar,Telangana,INC,02/06/2014 02/04/2018,Retirement,02/06/14,02/04/18,,
110,Rashid Mirza Abdul,Jammu & Kashmir,J&KNC,29/03/2000 29/11/2002,"29/11/2002
Retirement",29/03/00,29/11/02,,
111,Rashtrapal Shri Praveen,Gujarat,INC,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
95,Rashtrapal Shri Praveen,Gujarat,INC,03/04/2012 02/04/2018,"12/05/2016
Death",03/04/12,02/04/18,,
112,Ratan Kumari Smt.,Madhya Pradesh,Congress,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
96,Ratan Kumari Smt.,Madhya Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
97,Ratan Kumari Smt.,Madhya Pradesh,CONG(I),03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
113,Ratanpuri Shri G. N.,Jammu & Kashmir,J&KNC,04/08/2009 15/02/2015,Retirement,04/08/09,15/02/15,,
114,Rath Shri Abhimanyu,Odisha,GP,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
115,Rath Shri Baidyanath,Odisha,CPI,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
116,Rathi Shri Kunj Bihari Lal,Uttar Pradesh,JS,03/04/1966 02/04/1972,"13/07/1968
Death",03/04/66,02/04/72,,
117,Rathinavel Shri T.,Tamil Nadu,AIADMK,25/07/2013 24/07/2019,Retirement,25/07/13,24/07/19,,
118,Rathwa Shri Ramsinh,Gujarat,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
103,Rathwa Shri Ramsinh,Gujarat,CONG(I),03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
119,Ratna Bai Smt. T.,Andhra Pradesh,INC,10/04/2008 09/04/2014,"14/03/2014
Resignation",10/04/08,09/04/14,,
120,Raut Dr. Bharatkumar,Maharashtra,SS,03/04/2008 02/04/2014,Retirement,03/04/08,02/04/14,,
121,Raut Shri Rajaram Balkrishna,Bombay,O,03/04/1952 02/04/1958,"15/03/1957
Elected to Lok Sabha",03/04/52,02/04/58,,
122,Ravi Shankar Pandit,Nominated,O,12/05/1986 11/05/1992,Retirement,12/05/86,11/05/92,,
123,Rawat Shri Harish,Uttarakhand,INC,26/11/2002 25/11/2008,Retirement,26/11/02,25/11/08,,
124,Ray Prof.(Smt) Bharati,West Bengal,CPI(M),03/04/1996 02/04/2002,Retirement,03/04/96,02/04/02,,
125,Ray Shri Deba Prasad,West Bengal,CONG(I),03/04/1984 02/04/1990,Retirement,03/04/84,02/04/90,,
126,Ray Shri Dilip,Odisha,BJD,03/04/1996 02/04/2002,Retirement,03/04/96,02/04/02,,
108,Ray Shri Dilip,Odisha,IND.,03/04/2002 02/04/2008,Retirement,03/04/02,02/04/08,,
127,Ray Dr. Nihar Ranjan,West Bengal,Congress,03/05/1957 02/04/1962,Retirement,03/05/57,02/04/62,,
110,Ray Dr. Nihar Ranjan,West Bengal,Congress,03/04/1962 02/04/1968,"01/06/1965
Resignation",03/04/62,02/04/68,,
128,Ray Shri Rabi,Odisha,LD,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
129,Ray Shri Ram Prasanna,West Bengal,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
130,Ray Shri Satyendra Prosad,West Bengal,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
112,Ray Shri Satyendra Prosad,West Bengal,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
113,Ray Shri Satyendra Prosad,West Bengal,Congress,05/08/1964 02/04/1970,Retirement,05/08/64,02/04/70,,
131,Rayka Shri Sagar,Gujarat,CONG(I),27/01/1986 02/04/1988,Retirement,27/01/86,02/04/88,,
132,Razack Smt. Noorjehan,Tamil Nadu,AIADMK,25/07/1977 24/07/1983,Retirement,25/07/77,24/07/83,,
133,Razak Shri A. Abdul,Travancore Cochin,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
134,Razi Shri Syed Sibtey,Uttar Pradesh,CONG(I),05/07/1980 04/07/1986,"14/05/1985
Resignation",05/07/80,04/07/86,,
116,Razi Shri Syed Sibtey,Uttar Pradesh,CONG(I),06/12/1988 04/07/1992,Retirement,06/12/88,04/07/92,,
116,Razi Shri Syed Sibtey,Uttar Pradesh,INC,05/07/1992 04/07/1998,Retirement,05/07/92,04/07/98,,
135,Rebello Ms. Mabel,Madhya Pradesh,INC,30/06/1998 29/06/2004,Retirement,30/06/98,29/06/04,,
118,Rebello Ms. Mabel,Jharkhand,INC,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
136,Reddi Dr. Begwada Gopala,Andhra Pradesh,Congress,18/08/1958 02/04/1960,Retirement,18/08/58,02/04/60,,
119,Reddi Dr. Begwada Gopala,Andhra Pradesh,Congress,03/04/1960 02/04/1966,"27/02/1962
Elected to Lok Sabha",03/04/60,02/04/66,,
137,Reddi Shri K. Brahamananda,Andhra Pradesh,Congress,03/04/1974 02/04/1980,"20/03/1977
Elected to Lok Sabha",03/04/74,02/04/80,,
138,Reddy Shri Adduru Balarami,Andhra Pradesh,Congress,30/11/1953 02/04/1956,"02/04/1956
Retirement",30/11/53,02/04/56,,
120,Reddy Shri Adduru Balarami,Andhra Pradesh,Congress,03/04/1956 02/04/1962,"09/03/1962
Resignation",03/04/56,02/04/62,,
139,Reddy Shri Adinarayana,Andhra Pradesh,CONG(I),03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
122,Reddy Shri Adinarayana,Andhra Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
140,Reddy Shri B. Satyanarayan,Andhra Pradesh,JAN,10/04/1978 09/04/1984,Retirement,10/04/78,09/04/84,,
124,Reddy Shri B. Satyanarayan,Andhra Pradesh,TDP,10/04/1984 09/04/1990,"11/02/1990
Resignation",10/04/84,09/04/90,,
141,Reddy Shri C. G.,Mysore,Socialist,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
142,Reddy Dr. C. Narayana,Nominated,NOM.,27/08/1997 26/08/2003,Retirement,27/08/97,26/08/03,,
143,Reddy Shri D. Kupendra,Karnataka,JD(S),26/06/2014 25/06/2020,Retirement,26/06/14,25/06/20,,
144,Reddy Shri G. Prathapa,Andhra Pradesh,CONG(I),03/04/1992 02/04/1998,Retirement,03/04/92,02/04/98,,
145,Reddy Shri G. Sanjeeva,Andhra Pradesh,INC,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
146,Reddy Dr. G. Vijaya Mohan,Andhra Pradesh,TDP,03/04/1986 02/04/1992,Retirement,03/04/86,02/04/92,,
147,Reddy Shri Gaddam Narayana,Andhra Pradesh,Congress,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
148,Reddy Shri J. C. Nagi,Andhra Pradesh,O,03/04/1960 16/09/1964,Retirement,03/04/60,16/09/64,,
132,Reddy Shri J. C. Nagi,Andhra Pradesh,O,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
149,Reddy Shri K. V. Raghunatha,Andhra Pradesh,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
132,Reddy Shri K. V. Raghunatha,Andhra Pradesh,Congress,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
1,Reddy Shri K. V. Raghunatha,Andhra Pradesh,Congress,03/04/1974 02/04/1980,Retirement,03/04/74,02/04/80,,
150,Reddy Shri Kasu Vengala,Andhra Pradesh,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
151,Reddy Shri Kysanbally Chengalaraya,Mysore,Congress,09/10/1952 02/04/1954,Retirement,09/10/52,02/04/54,,
4,Reddy Shri Kysanbally Chengalaraya,Mysore,Congress,03/04/1954 02/04/1960,"18/03/1957
Elected to Lok Sabha",03/04/54,02/04/60,,
152,Reddy Dr. M. Chenna,Andhra Pradesh,Congress,27/03/1967 02/04/1968,Retirement,27/03/67,02/04/68,,
6,Reddy Dr. M. Chenna,Andhra Pradesh,O,03/04/1968 26/11/1968,Retirement,03/04/68,26/11/68,,
153,Reddy Shri M. Govinda,Mysore,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
7,Reddy Shri M. Govinda,Mysore,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
7,Reddy Shri M. Govinda,Mysore,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
154,Reddy Shri M. Srinivasa,Andhra Pradesh,Congress,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
155,Reddy Shri M.V. Mysura,Andhra Pradesh,TDP,03/04/2006 02/04/2012,Retirement,03/04/06,02/04/12,,
156,Reddy Shri Mulka Govinda,Karnataka,PSP,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
9,Reddy Shri Mulka Govinda,Karnataka,O,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
9,Reddy Shri Mulka Govinda,Karnataka,Congress,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
10,Reddy Shri Mulka Govinda,Karnataka,CONG(I),03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
157,Reddy Dr. N. Janardhana,Andhra Pradesh,Congress,10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
12,Reddy Dr. N. Janardhana,Andhra Pradesh,INC,01/04/2009 21/06/2010,Retirement,01/04/09,21/06/10,,
11,Reddy Dr. N. Janardhana,Andhra Pradesh,INC,22/06/2010 21/06/2016,"09/05/2014
Death",22/06/10,21/06/16,,
158,Reddy Shri N. Narotham,Andhra Pradesh,Congress,03/04/1956 02/04/1962,"15/03/1960
Elected to Lok Sabha",03/04/56,02/04/62,,
14,Reddy Shri N. Narotham,Andhra Pradesh,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
159,Reddy Shri N. Sri Rama,Mysore,Congress,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
16,Reddy Shri N. Sri Rama,Mysore,Congress,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
160,Reddy Dr. Narredy Thulasi,Andhra Pradesh,TDP,03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
161,Reddy Dr. Neelam Sanjiva,Madras,Congress,22/08/1952 15/09/1953,"15/09/1953
Resignation",22/08/52,15/09/53,,
18,Reddy Dr. Neelam Sanjiva,Andhra Pradesh,Congress,20/11/1964 02/04/1966,Retirement,20/11/64,02/04/66,,
17,Reddy Dr. Neelam Sanjiva,Andhra Pradesh,Congress,03/04/1966 02/04/1972,"24/02/1967
Elected to Lok Sabha",03/04/66,02/04/72,,
162,Reddy Shri P. Babul,Andhra Pradesh,JAN,03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
163,Reddy Shri P. Prabhakar,Andhra Pradesh,TDP,03/04/1998 02/04/2004,Retirement,03/04/98,02/04/04,,
164,Reddy Shri Palvai Govardhan,Andhra Pradesh,INC,03/04/2012 01/06/2014,"01/06/2014
Reorganisation of the State",03/04/12,01/06/14,,
19,Reddy Shri Palvai Govardhan,Telangana,INC,02/06/2014 02/04/2018,"09/06/2017
Death",02/06/14,02/04/18,,
