s_no,member_name,state,party,term,vacate_reason
60,Joshi Miss Kumudben M.,Gujarat,Congress,15/10/1973 02/04/1976,Retirement
60,Joshi Miss Kumudben M.,Gujarat,Congress,03/04/1976 02/04/1982,Retirement
60,Joshi Miss Kumudben M.,Gujarat,CONG(I),03/04/1982 02/04/1988,"25/11/1985
Resignation"
61,Joshi Shri Maganlal Bhagwanji,Bombay,Congress,22/04/1957 02/04/1958,Retirement
62,Joshi Dr. Manohar,Maharashtra,SS,03/04/2006 02/04/2012,Retirement
63,Joshi Dr. Murli Manohar,Uttar Pradesh,BJP,05/07/1992 04/07/1998,"11/05/1996
Elected to Lok Sabha"
63,Joshi Dr. Murli Manohar,Uttar Pradesh,BJP,05/07/2004 04/07/2010,"16/05/2009
Elected to Lok Sabha"
64,Joshi Shri Sharad Anantrao,Maharashtra,SBP,05/07/2004 04/07/2010,Retirement
65,Joshi Smt. Sudha Vijay,Maharashtra,CONG(I),03/04/1984 02/04/1990,Retirement
66,Joshi Shri Umashankar Jathalal,Nominated,NOM.,03/04/1970 02/04/1976,"20/12/1988
Retirement"
67,Jothi Shri N.,Tamil Nadu,AIADMK,03/04/2002 02/04/2008,"27/03/2008
Resignation"
68,Judev Shri Dilip Singh,Madhya Pradesh,BJP,30/06/1992 29/06/1998,Retirement
68,Judev Shri Dilip Singh,Chhattisgarh,BJP,30/06/1998 29/06/2004,31/10/00
68,Judev Shri Dilip Singh,Chhattisgarh,BJP,30/06/2004 29/06/2010,"16/05/2009
Elected to Lok Sabha"
69,Judev Shri Ranvijay Singh,Chhattisgarh,BJP,10/04/2014 09/04/2020,Retirement
70,Jugal Kishore Shri,Punjab,Congress,20/04/1957 02/04/1962,Retirement
1,Kabir Prof. Humayun,West Bengal,Congress,03/04/1956 02/04/1962,"02/03/1962
Elected to Lok Sabha"
2,Kadar Shri M.A.,Tamil Nadu,DMK,30/06/1998 29/06/2004,Retirement
3,Kadharsha Shri M.,Tamil Nadu,DMK,03/04/1974 02/04/1980,Retirement
3,Kadharsha Shri M.,Tamil Nadu,AIADMK,25/07/1983 24/07/1989,Retirement
4,Kailashpati Smt.,Uttar Pradesh,CONG(I),28/01/1985 02/04/1988,Retirement
4,Kailashpati Smt.,Uttar Pradesh,CONG(I),04/03/1988 02/04/1994,Retirement
5,Kaimal Shri Aravindakshan,Kerala,O,17/04/1967 02/04/1968,Retirement
6,Kakade Shri Sanjay Dattatraya,Maharashtra,IND.,03/04/2014 02/04/2020,Retirement
7,Kakati Shri Robin,Assam,Congress,03/04/1962 02/04/1968,Retirement
7,Kakati Shri Robin,Assam,JAN,10/04/1978 09/04/1984,Retirement
8,Kakkilaya Shri B.V.,Madras,CPI,03/04/1952 02/04/1954,Retirement
9,Kakodkar Shri Purushottam,Nominated,CONG(I),03/01/1985 02/01/1991,Retirement
10,Kalaniya Shri Ibrahim,Gujarat,Congress,10/04/1972 09/04/1978,Retirement
10,Kalaniya Shri Ibrahim,Gujarat,CONG(I),10/04/1978 09/04/1984,Retirement
11,Kaldate Dr. Bapu,Maharashtra,JD,03/04/1984 02/04/1990,Retirement
11,Kaldate Dr. Bapu,Maharashtra,JD,03/04/1990 02/04/1996,Retirement
12,Kalelkar Kaka Saheb,Nominated,NOM.,03/04/1952 02/04/1958,Retirement
12,Kalelkar Kaka Saheb,Nominated,NOM.,03/04/1958 02/04/1964,Retirement
13,Kalmadi Shri Suresh,Maharashtra,CONG (S),03/04/1982 02/04/1988,Retirement
13,Kalmadi Shri Suresh,Maharashtra,CONG(I),03/04/1988 02/04/1994,Retirement
13,Kalmadi Shri Suresh,Maharashtra,CONG(I),03/04/1994 02/04/2000,"10/05/1996
Resignation"
13,Kalmadi Shri Suresh,Maharashtra,INC,05/07/1998 04/07/2004,"13/05/2004
Elected to Lok Sabha"
14,Kalvala Shri Prabhakar Rao,Andhra Pradesh,TDP,03/04/1986 02/04/1992,Retirement
15,Kalyan Shri Mohinder Singh,Punjab,INC,05/07/1992 04/07/1998,Retirement
16,Kalyan Chand Shri,Uttar Pradesh,INC,03/04/1970 02/04/1976,Retirement
17,Kalyanasundaram Shri Kanchi,Tamil Nadu,DMK,23/09/1969 02/04/1970,Retirement
17,Kalyanasundaram Shri Kanchi,Tamil Nadu,DMK,03/04/1970 02/04/1976,Retirement
18,Kalyanasundaram Shri M.,Tamil Nadu,CPI,30/06/1980 29/06/1986,Retirement
19,Kamalanathan Shri M.,Tamil Nadu,DMK,29/07/1971 02/04/1972,Retirement
19,Kamalanathan Shri M.,Tamil Nadu,DMK,03/04/1972 02/04/1978,Retirement
20,Kamalaswamy Shri T.V.,Madras,INC,03/04/1952 02/04/1954,Retirement
20,Kamalaswamy Shri T.V.,Madras,INC,03/04/1954 02/04/1960,Retirement
21,Kamaraj Shri R.,Tamil Nadu,AIADMK,25/07/2001 24/07/2007,Retirement
22,Kamble Prof. N.M.,Maharashtra,INC,03/04/1974 02/04/1980,Retirement
22,Kamble Prof. N.M.,Maharashtra,INC,04/08/1980 02/04/1982,Retirement
22,Kamble Prof. N.M.,Maharashtra,INC,03/04/1984 02/04/1990,"09/08/1988
Resignation"
23,Kamta Singh Shri,Bihar,O,03/04/1958 02/04/1964,Retirement
24,Kanchhal Shri Banwari Lal,Uttar Pradesh,SP,03/04/2006 02/04/2012,"23/04/2009
Resignation"
25,Kane Dr. P.V.,Nominated,NOM.,16/11/1953 02/04/1958,Retirement
25,Kane Dr. P.V.,Nominated,NOM.,03/04/1958 02/04/1964,"11/09/1959
Resignation"
26,Kanimozhi Smt.,Tamil Nadu,DMK,25/07/2007 24/07/2013,Retirement
26,Kanimozhi Smt.,Tamil Nadu,DMK,25/07/2013 24/07/2019,"23/05/2019
Elected to Lok Sabha"
27,Kannan Shri P.,Puducherry,INC,07/10/2009 06/10/2015,Retirement
28,Kanshi Ram Shri,Uttar Pradesh,BSP,05/07/1998 04/07/2004,Retirement
29,Kapoor Shri Giriraj Kishore,Madhya Pradesh,O,03/04/1964 29/08/1985,"29/08/1965
Death"
30,Kapoor Shri Jaspat Roy,Uttar Pradesh,INC,03/04/1952 02/04/1956,Retirement
30,Kapoor Shri Jaspat Roy,Uttar Pradesh,INC,03/04/1956 02/04/1962,Retirement
31,Kapoor Shri Prithvi Raj,Nominated,NOM.,03/04/1952 02/04/1954,Retirement
31,Kapoor Shri Prithvi Raj,Nominated,NOM.,03/04/1954 02/04/1960,Retirement
32,Kapse Prof. Ram,Maharashtra,BJP,27/09/1996 04/07/1998,Retirement
33,Kapur Shri H.L.,Nominated,INC,03/01/1985 26/09/1988,"14/11/1985
Resignation"
34,Kapur Shri Yashpal,Uttar Pradesh,INC,03/04/1972 02/04/1978,Retirement
35,Kar Shri Ghulam Rasool,Nominated,INC,09/05/1984 28/12/1987,"28/12/1987
Disqualification"
36,Kar Shri Narayan,Tripura,CPI(M),03/04/1986 02/04/1992,Retirement
37,Karan Singh Dr.,Jammu & Kashmir,J&KNC,30/11/1996 12/08/1999,"12/08/1999
Resignation"
37,Karan Singh Dr.,National Capital Territory of Delhi,INC,28/01/2000 27/01/2006,Retirement
37,Karan Singh Dr.,National Capital Territory of Delhi,INC,28/01/2006 27/01/2012,Retirement
37,Karan Singh Dr.,National Capital Territory of Delhi,INC,28/01/2012 27/01/2018,Retirement
38,Karanjia Shri R.K.,Nominated,NOM.,11/01/1991 10/01/1997,Retirement
39,Karat Smt. Brinda,West Bengal,CPI(M),19/08/2005 18/08/2011,Retirement
40,Karayalar Shri S. Chattanatha,Travancore Cochin,INC,03/04/1952 02/04/1958,Retirement
40,Karayalar Shri S. Chattanatha,Travancore Cochin,INC,03/04/1958 02/04/1964,Retirement
41,Karimpuri Shri Avtar Singh,Uttar Pradesh,BSP,26/11/2008 25/11/2014,Retirement
42,Karimuddin Kazi Syed,Bombay,INC,03/04/1954 02/04/1958,Retirement
43,Karmarkar Shri D.P.,Mysore,INC,03/04/1962 02/04/1968,Retirement
44,Kartar Singh Shri,Patiala and East Punjab States Union,INC,03/04/1952 02/10/1953,"02/10/1953
Death"
45,Karumbaya Shri K.C.,Ajmer and Coorg,CPI,03/04/1954 02/04/1956,Retirement
46,Karunakaran Shri K.,Kerala,INC,25/04/1995 21/04/1997,Retirement
46,Karunakaran Shri K.,Kerala,INC,22/04/1997 03/03/1998,"03/03/1998
Elected to Lok Sabha"
46,Karunakaran Shri K.,Kerala,INC,03/04/2004 02/04/2010,"02/05/2005
Resignation"
47,Kashyap Shri Narendra Kumar,Uttar Pradesh,BSP,05/07/2010 04/07/2016,Retirement
48,Kashyap Shri Ram Kumar,Haryana,BJP,10/04/2014 09/04/2020,"04/11/2019
Resignation"
49,Kashyap Shri Ramadhar,Chhattisgarh,INC,10/04/2002 09/04/2008,Retirement
50,Kasliwal Shri Nemi Chandra,Rajasthan,INC,07/04/1962 02/04/1964,Retirement
51,Kasturirangan Dr. K.,Nominated,NOM.,27/08/2003 26/08/2009,"08/07/2009
Resignation"
52,Katara Shri Kanak Mal,Rajasthan,BJP,03/04/1994 02/04/2000,Retirement
53,Kataria Shri Virendra,Punjab,INC,05/07/1992 04/07/1998,Retirement
54,Kathju Shri P.N.,Rajasthan,INC,03/04/1962 02/04/1968,Retirement
55,Katiyar Shri Vinay,Uttar Pradesh,BJP,03/04/2006 02/04/2012,Retirement
55,Katiyar Shri Vinay,Uttar Pradesh,BJP,03/04/2012 02/04/2018,Retirement
56,Kaul Shri Bal Krishna,Rajasthan,INC,04/10/1968 02/04/1974,Retirement
57,Kaul Smt. Krishna,Uttar Pradesh,INC,03/04/1982 02/04/1988,Retirement
58,Kaul Shri M.N.,Nominated,NOM.,30/03/1966 02/04/1970,Retirement
58,Kaul Shri M.N.,Nominated,NOM.,03/04/1970 02/04/1972,Retirement
59,Kaur Smt. Gurcharan,Punjab,BJP,07/06/2001 04/07/2004,"04/07/2004
Retirement"
60,Kaushal Shri Jagan Nath,Patiala and East Punjab States Union,INC,03/04/1952 02/04/1958,Retirement
60,Kaushal Shri Jagan Nath,Patiala and East Punjab States Union,INC,03/04/1958 02/04/1964,Retirement
61,Kaushal Shri Swaraj,Haryana,HVP,02/08/1998 01/08/2004,Retirement
62,Kaushik Shri M.P.,Haryana,INC,10/04/1984 09/04/1990,"21/05/1987
Death"
63,Kaushik Shri Rama Shanker,Uttar Pradesh,SP,05/07/1998 04/07/2004,Retirement
64,Keishing Shri Rishang,Manipur,INC,10/04/2002 09/04/2008,
64,Keishing Shri Rishang,Manipur,INC,10/04/2008 09/04/2014,Retirement
65,Kemparaj Shri B.T.,Others,INC,03/04/1968 02/04/1974,Retirement
66,Kesari Shri Narayan Singh,Madhya Pradesh,BJP,24/06/2004 02/04/2006,Retirement
66,Kesari Shri Narayan Singh,Madhya Pradesh,BJP,03/04/2006 02/04/2012,Retirement
67,Keshvanand Shri,Rajasthan,INC,03/04/1952 02/04/1958,Retirement
67,Keshvanand Shri,Rajasthan,INC,03/04/1958 02/04/1964,Retirement
68,Kesri Shri Sitaram,Bihar,INC,02/07/1971 02/04/1974,Retirement
68,Kesri Shri Sitaram,Bihar,INC,03/04/1974 02/04/1980,Retirement
68,Kesri Shri Sitaram,Bihar,INC,07/07/1980 06/07/1986,Retirement
68,Kesri Shri Sitaram,Bihar,INC,03/04/1988 02/04/1994,Retirement
68,Kesri Shri Sitaram,Bihar,INC,03/04/1994 02/04/2000,Retirement
69,Keswani Shri Suresh A.,Maharashtra,IND.,03/04/1996 02/04/2002,Retirement
70,Khabri Shri Brijlal,Uttar Pradesh,BSP,26/11/2008 25/11/2014,Retirement
71,Khader Shri N. Abdul,Tamil Nadu,TMC(M),10/10/1997 29/06/1998,Retirement
72,Khaitan Shri Raghunath Prasad,Bihar,INC,03/04/1966 02/04/1972,Retirement
73,Khan Shri Abdur Rezzak,West Bengal,CPI,03/04/1954 02/04/1960,Retirement
74,Khan Shri Ahmad Said,Uttar Pradesh,INC,03/04/1952 02/04/1954,Retirement
74,Khan Shri Ahmad Said,Uttar Pradesh,INC,03/04/1954 02/04/1960,Retirement
75,Khan Shri Akbar Ali,Andhra Pradesh,INC,03/04/1954 02/04/1960,Retirement
75,Khan Shri Akbar Ali,Andhra Pradesh,INC,03/04/1960 02/04/1966,Retirement
75,Khan Shri Akbar Ali,Andhra Pradesh,INC,03/04/1966 02/04/1972,Retirement
76,Khan Shri Amir Alam,Uttar Pradesh,SP,13/06/2006 04/07/2010,Retirement
77,Khan Shri Barkatullah,Rajasthan,INC,03/04/1952 02/04/1954,Retirement
77,Khan Shri Barkatullah,Rajasthan,INC,03/04/1954 02/04/1960,"21/03/1957
Resignation"
78,Khan Shri F.M.,Karnataka,INC,03/04/1976 02/04/1982,Retirement
78,Khan Shri F.M.,Karnataka,INC,03/04/1982 02/04/1988,Retirement
79,Khan Shri Ghayoor Ali,Uttar Pradesh,O,03/04/1976 02/04/1982,"08/01/1980
Elected to Lok Sabha"
80,Khan Shri K. Rahman,Karnataka,CONG(I),03/04/1994 02/04/2000,Retirement
80,Khan Shri K. Rahman,Karnataka,INC,03/04/2000 02/04/2006,Retirement
80,Khan Shri K. Rahman,Karnataka,INC,03/04/2006 02/04/2012,Retirement
80,Khan Shri K. Rahman,Karnataka,INC,03/04/2012 02/04/2018,Retirement
81,Khan Shri K.M.,Andhra Pradesh,INC,03/04/1994 02/04/2000,Retirement
81,Khan Shri K.M.,Andhra Pradesh,INC,03/04/2000 02/04/2006,"16/10/2003
Death"
82,Khan Shri Khurshed Alam,National Capital Territory of Delhi,INC,16/04/1974 15/04/1980,Retirement
82,Khan Shri Khurshed Alam,Uttar Pradesh,INC,05/07/1980 04/07/1986,"06/12/1984
Resignation"
83,Khan Shri Maqsood Ali,Karnataka,INC,10/04/1972 09/04/1978,Retirement
83,Khan Shri Maqsood Ali,Karnataka,INC,10/04/1978 09/04/1984,Retirement
84,Khan Mohd Masood,Uttar Pradesh,IND.,05/07/1992 04/07/1998,Retirement
85,Khan Shri Mohd. Ali,Andhra Pradesh,INC,10/04/2008 09/04/2014,Retirement
85,Khan Shri Mohd. Ali,Andhra Pradesh,INC,10/04/2014 09/04/2020,Retirement
86,Khan Shri Mohd. Azam,Uttar Pradesh,SP,26/11/1996 25/11/2002,"09/03/2002
Resignation"
87,Khan Shri Pir Mohhmed,Jammu & Kashmir,J&KNC,03/04/1952 02/04/1958,Retirement
87,Khan Shri Pir Mohhmed,Jammu & Kashmir,J&KNC,03/04/1958 02/04/1964,Retirement
88,Khan Prof. Rasheeduddin,Nominated,NOM.,03/04/1970 02/04/1976,Retirement
88,Khan Prof. Rasheeduddin,Nominated,NOM.,03/04/1976 02/04/1982,Retirement
89,Khan Shri S.P.M. Syed,Tamil Nadu,AIADMK,03/04/2002 02/04/2008,Retirement
90,Khan Shri Samiulla,Madhya Pradesh,INC,03/04/1952 02/04/1954,Retirement
91,Khan Smt. Shyam Kumari,Uttar Pradesh,INC,11/12/1963 02/04/1968,Retirement
92,Khan Smt. Ushi,Rajasthan,INC,03/04/1976 02/04/1982,Retirement
93,Khan (Durru) Shri Aimaduddin Ahmad,Rajasthan,INC,05/07/1998 04/07/2004,"18/12/2003
Resignation"
94,Khandekar Shri Rameshehandra Shankarrao,Madhya Pradesh,O,03/04/1962 02/04/1968,Retirement
95,Khandelwal Shri Pyarelal,Madhya Pradesh,BJP,30/06/1980 29/06/1986,Retirement
95,Khandelwal Shri Pyarelal,Madhya Pradesh,BJP,30/06/2004 29/06/2010,"06/10/2009
Death"
96,Khanna Shri Avinash Rai,Punjab,BJP,10/04/2010 09/04/2016,Retirement
97,Khanna Shri Mehr Chand,National Capital Territory of Delhi,INC,13/05/1955 14/12/1956,"14/12/1956
Resignation"
97,Khanna Shri Mehr Chand,West Bengal,INC,15/12/1956 26/02/1962,"26/02/1962
Elected to Lok Sabha"
98,Khaparde Miss Saroj,Maharashtra,INC,03/04/1972 02/04/1974,Retirement
98,Khaparde Miss Saroj,Maharashtra,INC,03/04/1976 02/04/1982,Retirement
98,Khaparde Miss Saroj,Maharashtra,INC,03/04/1982 02/04/1988,Retirement
98,Khaparde Miss Saroj,Maharashtra,INC,03/04/1988 02/04/1994,Retirement
98,Khaparde Miss Saroj,Maharashtra,INC,03/04/1994 02/04/2000,Retirement
99,Kharshiing Shri Robert,Meghalaya,NCP,13/04/2002 12/04/2008,Retirement
100,Kharwar Shri Ghanshyam Chandra,Uttar Pradesh,BSP,03/04/2000 02/04/2006,Retirement
101,Khatun Ms. Sayeeda,Madhya Pradesh,INC,30/06/1986 29/06/1992,Retirement
102,Kher Shri Bal Gangadhar,Maharashtra,INC,03/04/1952 14/07/1952,"14/07/1952
Resignation"
103,Khobragade Shri Bhaurao Dewaji,Bombay,RPI,03/04/1958 02/04/1964,Retirement
103,Khobragade Shri Bhaurao Dewaji,Bombay,RPI,03/04/1966 02/04/1972,Retirement
103,Khobragade Shri Bhaurao Dewaji,Bombay,RPI,03/04/1978 02/04/1984,Retirement
104,Khosla Dr. Ajudhia Nath,Nominated,NOM.,03/04/1958 02/04/1964,"04/10/1959
Resignation"
105,Khuntia Shri Rama Chandra,Odisha,INC,02/07/1998 01/07/2004,Retirement
105,Khuntia Shri Rama Chandra,Odisha,INC,03/04/2008 02/04/2014,Retirement
106,Khushwant Singh Shri,Nominated,NOM.,03/04/1980 02/04/1986,Retirement
107,Kidwai Dr. A.R.,National Capital Territory of Delhi,INC,28/01/2000 27/01/2006,"07/07/2004
Resignation"
108,Kidwai Smt. Anis,Uttar Pradesh,INC,03/04/1956 02/04/1962,Retirement
108,Kidwai Smt. Anis,Uttar Pradesh,INC,03/04/1962 02/04/1968,Retirement
109,Kidwai Dr. Mohd. Hashim,Uttar Pradesh,INC,03/04/1984 02/04/1990,Retirement
110,Kidwai Smt. Mohsina,Chhattisgarh,INC,30/06/2004 29/06/2010,Retirement
110,Kidwai Smt. Mohsina,Chhattisgarh,INC,30/06/2010 29/06/2016,Retirement
111,Kidwai Begum Siddiqa,Delhi,INC,24/11/1956 02/04/1958,Retirement
111,Kidwai Begum Siddiqa,Delhi,INC,03/04/1958 02/04/1964,"03/06/1958
Death"
112,Kiruttinan Shri Pasupon Tha,Tamil Nadu,DMK,15/03/1989 02/04/1990,Retirement
112,Kiruttinan Shri Pasupon Tha,Tamil Nadu,DMK,03/04/1990 02/04/1996,Retirement
113,Kishen Chand Shri,Others,O,03/04/1952 02/04/1958,Retirement
114,Kishore Shri Jugul,Uttar Pradesh,BSP,05/07/2010 04/07/2016,Retirement
115,Kishori Ram Shri,Bihar,INC,03/04/1952 02/04/1956,Retirement
115,Kishori Ram Shri,Bihar,INC,03/04/1956 02/04/1962,Retirement
116,Kohli Shri O.P.,National Capital Territory of Delhi,BJP,28/01/1994 27/01/2000,Retirement
117,Kollur Shri M.L.,Karnataka,INC,03/04/1968 02/04/1974,Retirement
117,Kollur Shri M.L.,Karnataka,INC,03/04/1974 02/04/1980,Retirement
117,Kollur Shri M.L.,Karnataka,INC,10/04/1984 09/04/1990,Retirement
118,Kondaiah Shri K.C.,Karnataka,INC,14/01/2000 09/04/2002,"09/04/2002
Retirement"
119,Korwar Shri Gundappa,Karnataka,INC,03/04/1992 02/04/1998,Retirement
120,Koshyari Shri Bhagat Singh,Uttarakhand,BJP,26/11/2008 25/11/2014,"16/05/2014
Elected to Lok Sabha"
121,Kothari Prof. Shantilal,Rajasthan,INC,03/04/1964 02/04/1970,Retirement
122,Kovind Shri Ram Nath,Uttar Pradesh,BJP,03/04/1994 02/04/2000,Retirement
122,Kovind Shri Ram Nath,Uttar Pradesh,BJP,03/04/2000 02/04/2006,Retirement
123,Koya Shri B.V. Abdulla,Kerala,ML,15/04/1967 14/04/1973,Retirement
123,Koya Shri B.V. Abdulla,Kerala,ML,03/04/1974 02/04/1980,Retirement
123,Koya Shri B.V. Abdulla,Kerala,ML,03/04/1980 02/04/1986,Retirement
123,Koya Shri B.V. Abdulla,Kerala,ML,03/04/1986 02/04/1992,Retirement
123,Koya Shri B.V. Abdulla,Kerala,ML,03/04/1992 02/04/1998,Retirement
124,Koya Shri Palat Kunhi,Kerala,INC,03/04/1962 02/04/1968,Retirement
125,Kriplani Shri Krishna,Nominated,NOM.,03/04/1974 02/04/1980,Retirement
126,Krishan Kant Shri,Haryana,INC,29/11/1966 02/04/1972,Retirement
126,Krishan Kant Shri,Haryana,IND.,10/04/1972 09/04/1978,"20/03/1977
Elected to Lok Sabha"
127,Krishna Shri M.R.,Andhra Pradesh,INC,19/07/1972 02/04/1976,Retirement
127,Krishna Shri M.R.,Andhra Pradesh,INC,03/04/1976 02/04/1982,Retirement
128,Krishna Shri S.M.,Karnataka,INC,10/04/1996 09/04/2002,"14/10/1999
Resignation"
128,Krishna Shri S.M.,Karnataka,INC,26/06/2008 25/06/2014,Retirement
129,Krishna Chandra Shri,Uttar Pradesh,INC,19/04/1962 02/04/1964,Retirement
130,Krishna Kumari Smt.,Vindhya Pradesh,INC,03/04/1954 02/04/1960,Retirement
131,Krishna Mohan Shri B.,Andhra Pradesh,INC,03/04/1980 02/04/1986,Retirement
132,Krishnamachari Shri V.T.,Nominated,NOM.,09/06/1961 08/06/1967,"13/02/1964
Death"
133,Krishnamurthy K. Shri Jana,Gujarat,BJP,10/04/2002 09/04/2008,"25/09/2007
Death"
134,Krishnan Shri E.R.,Tamil Nadu,AIADMK,18/07/1977 02/04/1980,Retirement
135,Krishnan Shri G.Y.,Karnataka,INC,10/04/1990 09/04/1996,Retirement
136,Krishnan Shri N.K.,Kerala,CPI,10/11/1970 02/04/1974,Retirement
137,Krishnan Shri U.R.,Tamil Nadu,AIADMK,25/07/1977 24/07/1983,Retirement
138,Krishnaswamy Shri K.A.,Tamil Nadu,AIADMK,03/04/1972 02/04/1978,Retirement
139,Kshatriya Prof. Alka Balram,Gujarat,INC,10/04/2002 09/04/2008,Retirement
139,Kshatriya Prof. Alka Balram,Gujarat,INC,10/04/2008 09/04/2014,Retirement
140,Kshatriya Shri Shivpratap, , ,,
141,Kujur Shri Maurice,Odisha,INC,03/04/1996 02/04/2002,Retirement
142,Kujur Shri Santiuse,Assam,INC,15/06/2013 14/06/2019,Retirement
143,Kulaste Shri Faggan Singh,Madhya Pradesh,BJP,03/04/2012 02/04/2018,"16/05/2014
Elected to Lok Sabha"
144,Kulkarni Shri A.G.,Maharashtra,INC,19/04/1967 02/04/1970,Retirement
144,Kulkarni Shri A.G.,Maharashtra,INC,03/04/1970 02/04/1976,Retirement
144,Kulkarni Shri A.G.,Maharashtra,INC,03/04/1978 02/04/1984,Retirement
144,Kulkarni Shri A.G.,Maharashtra,INC,05/07/1986 04/07/1992,"27/04/1992
Death"
145,Kulkarni Shri Bidesh Tukaram,Maharashtra,INC,05/07/1962 02/04/1968,Retirement
145,Kulkarni Shri Bidesh Tukaram,Maharashtra,INC,03/04/1968 02/04/1974,Retirement
146,Kulkarni Shri Gajanan Ramrao,Bombay,O,03/04/1956 02/04/1962,Retirement
147,Kulkarni Smt. Sumitra G.,Gujarat,INC,10/04/1972 09/04/1978,Retirement
148,Kumar Shri R.K.,Tamil Nadu,AIADMK,03/04/1996 02/04/2002,"03/10/1999
Death"
149,Kumaran Shri K.P.K.,Tamil Nadu,DMK,11/07/2006 24/07/2007,Retirement
150,Kumaran Shri P.K.,Andhra Pradesh,CPI,03/04/1962 02/04/1968,Retirement
151,Kumaran Shri S.,Kerala,CPI,03/04/1970 02/04/1976,Retirement
151,Kumaran Shri S.,Kerala,CPI,03/04/1976 02/04/1982,Retirement
152,Kumarappa Dr. Jagadisan Mohandas,Nominated,NOM.,03/04/1952 02/04/1954,Retirement
153,Kumbhare Shri N.H.,Maharashtra,RPI,03/04/1972 02/04/1978,Retirement
154,Kunhambu Shri A.V.,Kerala,CPI,29/04/1957 02/04/1958,Retirement
155,Kunjachen Shri P.K.,Kerala,CPI(M),22/04/1973 21/04/1979,Retirement
155,Kunjachen Shri P.K.,Kerala,CPI(M),22/08/1988 02/04/1992,"14/06/1991
Death"
156,Kunzru Dr. Hirdey Nath,Uttar Pradesh,IND.,03/04/1952 02/04/1956,Retirement
156,Kunzru Dr. Hirdey Nath,Uttar Pradesh,IND.,03/04/1956 02/04/1962,Retirement
157,Kureel Shri Piare Lall alias Piare Lall Talib Unnavi,Uttar Pradesh,O,03/04/1960 02/04/1966,Retirement
157,Kureel Shri Piare Lall alias Piare Lall Talib Unnavi,Uttar Pradesh,INC,03/04/1974 02/04/1980,Retirement
157,Kureel Shri Piare Lall alias Piare Lall Talib Unnavi,Uttar Pradesh,INC,05/07/1980 04/07/1986,"27/12/1984
Death"
158,Kureel Shri Pramod,Uttar Pradesh,BSP,09/07/2010 02/04/2012,Retirement
159,Kurian Dr. K. Mathew,Kerala,CPI(M),03/04/1970 02/04/1976,Retirement
160,Kurien Prof. P.J.,Kerala,INC,10/01/2005 01/07/2006,Retirement
160,Kurien Prof. P.J.,Kerala,INC,02/07/2006 01/07/2012,Retirement
160,Kurien Prof. P.J.,Kerala,INC,02/07/2012 01/07/2018,Retirement
161,Kurre Shri Dayaldas,Madhya Pradesh,INC,04/03/1958 04/02/1964,Retirement
161,Kurre Shri Dayaldas,Madhya Pradesh,INC,03/04/1964 02/04/1970,Retirement
162,Kurup Shri G. Sankara,Nominated,NOM.,02/04/1968 02/04/1972,Retirement
163,Kushawaha Shri Ram Naresh,Uttar Pradesh,LD,03/04/1982 02/04/1988,Retirement
164,Kushnoor Shri Veershetty Moglappa,Karnataka,INC,03/04/1982 02/04/1988,Retirement
165,Kushwaha Shri Upendra,Bihar,JD(U),08/07/2010 07/07/2016,"04/01/2013
Resignation"
166,Kuthiravattom Shri Thomas,Kerala,KC,22/04/1985 21/04/1991,Retirement
1,Lachhman Singh Shri,Haryana,INC,10/04/1996 09/04/2002,Retirement
2,Lad Shri Anil H.,Karnataka,INC,26/06/2008 25/06/2014,"20/05/2013
Resignation"
3,Lahane Shri Motiram Udaybhanji,Maharashtra,JP,14/12/1978 02/04/1980,Retirement
4,Lahoti Shri Puranmal S.,Andhra Pradesh,INC,03/04/1952 11/02/1954,"11/02/1954
Death"
5,Lakhan Singh Shri,Uttar Pradesh,BJP,03/04/1978 02/04/1984,Retirement
6,Lakhanpal Smt. Chandravati,Uttar Pradesh,INC,04/03/1952 04/02/1956,Retirement
6,Lakhanpal Smt. Chandravati,Uttar Pradesh,INC,03/04/1956 02/04/1962,Retirement
7,Lakhawat Shri Onkar Singh,Rajasthan,BJP,16/10/1997 02/04/2000,Retirement
8,Lakshmanan Shri G.,Tamil Nadu,DMK,03/04/1974 02/04/1980,"08/01/1980
Elected to Lok Sabha"
9,Lakshmanan Dr. R.,Tamil Nadu,AIADMK,25/07/2013 24/07/2019,Retirement
10,Lakshmanna Prof. C.,Andhra Pradesh,TDP,10/04/1984 09/04/1990,Retirement
11,Lakshmi Prasad Dr. Y.,Andhra Pradesh,TDP,10/04/1996 09/04/2002,Retirement
12,Lakshmisagar Prof. A.,Karnataka,JD,13/04/1998 09/04/2002,"09/04/2002
Retirement"
13,Laksman Singhji Bahadur His Highness Rai-I-Rayan Maharawal Shrisir,Rajasthan,IND.,03/04/1952 02/04/1958,Retirement
14,Lal Prof. Mukut Behari,Uttar Pradesh,O,03/04/1960 02/04/1966,Retirement
15,Lalbuaia Shri,Mizoram,INC,17/07/1972 16/07/1978,Retirement
16,Lalhming Liana Shri,Mizoram,MNF,19/07/2002 18/07/2008,Retirement
16,Lalhming Liana Shri,Mizoram,MNF,19/07/2008 18/07/2014,Retirement
17,Lall Shri Kailash Bihari,Bihar,INC,04/03/1952 02/04/1954,Retirement
17,Lall Shri Kailash Bihari,Bihar,INC,03/04/1954 02/04/1960,"19/03/1960
Death"
18,Lalsawia Shri,Mizoram,IND.,17/07/1978 16/07/1984,Retirement
